"","ISO3","Country_Name","Year","High_Mult","Low_Mult"
"342","PHL","Philippines",2020,1.11871515044064,0.869406770220208
"343","PHL","Philippines",2020,1.13423928401207,0.872772327579645
"344","PHL","Philippines",2020,1.09726259677936,0.897652942341029
"345","PHL","Philippines",2020,1.09069588516906,0.905283662792621
"346","PHL","Philippines",2020,1.08787448077978,0.921112396358858
"347","PHL","Philippines",2020,1.13890299135429,0.870186071437527
"348","PHL","Philippines",2020,1.08198405168451,0.910821385048466
"349","PHL","Philippines",2020,1.10201240574193,0.895973080174305
"350","PHL","Philippines",2020,1.09029730020561,0.895383654664205
"351","PHL","Philippines",2020,1.10792633635278,0.87944577906571
"352","ETH","Ethiopia",2020,1.05189629772709,0.949601331384924
"353","ETH","Ethiopia",2020,1.15578856032517,0.842779105050988
"354","ETH","Ethiopia",2020,1.15469608990139,0.871213828118383
"355","ETH","Ethiopia",2020,1.09744880258721,0.903661129880143
"356","ETH","Ethiopia",2020,1.07219374441597,0.926096780236784
"357","ETH","Ethiopia",2020,1.07397748950633,0.913872231747119
"358","ETH","Ethiopia",2020,1.07414975961166,0.917775522306531
"359","ETH","Ethiopia",2020,1.105412535373,0.883380625659185
"360","ETH","Ethiopia",2020,1.14744838930499,0.839244464309288
"361","ETH","Ethiopia",2020,1.12649184874827,0.869468020201578
"362","ETH","Ethiopia",2020,1.12606212723999,0.879413047506563
"363","ETH","Ethiopia",2020,1.12997052951857,0.868923097423458
"364","ZAF","South Africa",2020,1.08568090318359,0.910609215180816
"365","ZAF","South Africa",2020,1.09370747353803,0.91477524169491
"366","ZAF","South Africa",2020,1.0711204488982,0.92953418382212
"367","ZAF","South Africa",2020,1.11457150460681,0.904958629013742
"368","ZAF","South Africa",2020,1.0694079755473,0.911673218427654
"369","ZAF","South Africa",2020,1.06357925120576,0.921233385600022
"370","ZAF","South Africa",2020,1.07496299573621,0.889262480244728
"371","ZAF","South Africa",2020,1.09454498126949,0.908851562034977
"372","ZAF","South Africa",2020,1.06502469862841,0.933841653570177
"373","NGA","Nigeria",2020,1.07417772063521,0.908298895024024
"374","NGA","Nigeria",2020,1.0519216682048,0.938267028651029
"375","NGA","Nigeria",2020,1.07516200072518,0.922260530629867
"376","NGA","Nigeria",2020,1.0788209403207,0.914619442166673
"377","NGA","Nigeria",2020,1.07321624623109,0.935351434572082
"378","NGA","Nigeria",2020,1.07822685004262,0.910434873272504
"379","NGA","Nigeria",2020,1.06334040844073,0.925300443197747
"380","NGA","Nigeria",2020,1.06382058203731,0.94237749841757
"381","NGA","Nigeria",2020,1.0499456771746,0.936913853299739
"382","NGA","Nigeria",2020,1.06949049325342,0.920145040445464
"383","NGA","Nigeria",2020,1.07773128838685,0.912773095075367
"384","NGA","Nigeria",2020,1.0493770330762,0.936571397241542
"385","NGA","Nigeria",2020,1.08112300400878,0.902839018601646
"386","NGA","Nigeria",2020,1.06203415600617,0.924005588733779
"387","NGA","Nigeria",2020,1.07227772916948,0.919472945731688
"388","NGA","Nigeria",2020,1.08399679778011,0.920551120164003
"389","NGA","Nigeria",2020,1.06872712650064,0.930340528417358
"390","NGA","Nigeria",2020,1.07603025815638,0.9245040336567
"391","NGA","Nigeria",2020,1.06559609241689,0.932636854364896
"392","NGA","Nigeria",2020,1.06712917501029,0.930352804580773
"393","NGA","Nigeria",2020,1.06624362869102,0.925592440079633
"394","NGA","Nigeria",2020,1.08286790574751,0.913544398184342
"395","NGA","Nigeria",2020,1.08050157296908,0.922537210592648
"396","NGA","Nigeria",2020,1.05568754974282,0.938111666204305
"397","NGA","Nigeria",2020,1.07371118135068,0.913983265816041
"398","NGA","Nigeria",2020,1.0544122150422,0.93094363039377
"399","NGA","Nigeria",2020,1.07582218290096,0.920595826317449
"400","NGA","Nigeria",2020,1.07243053274667,0.929243770488428
"401","NGA","Nigeria",2020,1.07851154682591,0.933395378796472
"402","NGA","Nigeria",2020,1.07895582014233,0.91809027677409
"403","NGA","Nigeria",2020,1.06768688963162,0.936531525347717
"404","NGA","Nigeria",2020,1.06537000911095,0.919592884465707
"405","NGA","Nigeria",2020,1.06109029814503,0.93526411561403
"406","NGA","Nigeria",2020,1.07798933019767,0.922541218990977
"407","NGA","Nigeria",2020,1.0740018346066,0.930067121152948
"408","NGA","Nigeria",2020,1.06414678721457,0.940961834921356
"409","NGA","Nigeria",2020,1.07086589130708,0.912995216744446
"410","CHN","China",2020,1.04444491650954,0.945927154773009
"411","CHN","China",2020,1.04852762945525,0.942154733891695
"412","CHN","China",2020,1.03914919441642,0.950895167053879
"413","CHN","China",2020,1.05376979566976,0.941618600822043
"414","CHN","China",2020,1.05002766762751,0.949875625208278
"415","CHN","China",2020,1.04889010506228,0.948784624473147
"416","CHN","China",2020,1.05029216540035,0.931971663842706
"417","CHN","China",2020,1.04697408711855,0.927992582120924
"418","CHN","China",2020,1.04315887401641,0.952220841088765
"419","CHN","China",2020,1.04806930299069,0.950864719312127
"420","CHN","China",2020,1.04460825542562,0.954738504360373
"421","CHN","China",2020,1.04617613112931,0.947304793376961
"422","CHN","China",2020,1.04164816032928,0.954344234569883
"423","CHN","China",2020,1.04551237437311,0.947006330415866
"424","CHN","China",2020,1.03399331583177,0.959049326079406
"425","CHN","China",2020,1.04868849212764,0.933167053128079
"426","CHN","China",2020,1.0474021988257,0.949935785141713
"427","CHN","China",2020,1.04708921152144,0.948487987341083
"428","CHN","China",2020,1.05666009387948,0.937258953833342
"429","CHN","China",2020,1.04840031188902,0.942478235965605
"430","CHN","China",2020,1.05248839375026,0.946642498860189
"431","CHN","China",2020,1.04999768119042,0.954499810405735
"432","CHN","China",2020,1.0401089610723,0.958871267235597
"433","CHN","China",2020,1.06645874867843,0.934105497976731
"434","CHN","China",2020,1.04932174564746,0.948847174793581
"435","CHN","China",2020,1.04320310710591,0.953395776945125
"436","CHN","China",2020,1.05610096904661,0.937452905663135
"437","CHN","China",2020,1.05855316946921,0.932877753602112
"438","CHN","China",2020,1.05296667346571,0.951810016350403
"439","CHN","China",2020,1.05606719196482,0.946784518405018
"440","CHN","China",2020,1.05730627794003,0.939601030388566
"441","KEN","Kenya",2020,1.08018786646937,0.902622985857272
"442","KEN","Kenya",2020,1.06206637313989,0.940538848510159
"443","KEN","Kenya",2020,1.05725806313104,0.928265530351608
